,0,1
0,"01/27/2021, 12:41:54","['https://www.smartprague.eu/news/', 'https://www.smartprague.eu/news/prague_received_new_nissan_electromobiles_they_will_serve_to_state-funded_organisations_of_the_capital_city', 'https://www.smartprague.eu/news/construction_analysis_tool_for_city_districts_will_be_acquired_by_the_capital_city', 'https://www.smartprague.eu/news/smart_prague_index_has_been_published_in_english_for_the_first_time', 'https://www.smartprague.eu/news/oict_is_going_to_test_a_new_technology_for_measuring_the_level_of_fullness_in_waste_containers']"
